Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm),Load (N)
2.0,-4468.0,27.11,0.0,785,0.0
3.0,-3968.0,41.59,0.5,785,0.14200029200000003
4.0,-3468.0,46.44,1.0,785,0.18956254449999999
5.0,-2968.0,76.24,1.5,785,0.48180071449999995
6.0,-2468.0,102.36,2.0,785,0.7379504124999999
7.0,-1968.0,129.2,2.5,785,1.0011608984999998
8.0,-1468.0,167.35,3.0,785,1.3752845959999997
9.0,-968.0,185.18,3.5,785,1.5501371655000002
10.0,-468.0,217.79,4.0,785,1.869932022
11.0,32.0,241.23,4.5,785,2.099799898
12.0,532.0,267.58,5.0,785,2.3582051255
13.0,1032.0,302.59,5.5,785,2.701535942
14.0,1532.0,324.85,6.0,785,2.9198319710000002
15.0,2032.0,345.71,6.5,785,3.12439869
16.0,2532.0,379.66,7.0,785,3.4573344575000005
17.0,3032.0,410.11,7.5,785,3.7559469500000002
18.0,3532.0,437.58,8.0,785,4.0253356255
19.0,4032.0,460.39,8.5,785,4.249025312
20.0,4532.0,488.05,9.0,785,4.520277251
21.0,5032.0,520.83,9.5,785,4.841739238000001
22.0,5532.0,550.67,10.0,785,5.134369673999999
23.0,6032.0,576.73,10.5,785,5.389930973
24.0,6532.0,605.62,11.0,785,5.6732450915
25.0,7032.0,638.72,11.5,785,5.9978452065
26.0,7532.0,666.92,12.0,785,6.274392736499999
27.0,8032.0,695.26,12.5,785,6.5523131975
28.0,8532.0,717.35,13.0,785,6.768942096
29.0,9032.0,750.87,13.5,785,7.097661004
30.0,9532.0,781.12,14.0,785,7.3943121665
31.0,10032.0,807.11,14.5,785,7.649187
32.0,10532.0,834.03,15.0,785,7.9131820180000005
33.0,11032.0,860.44,15.5,785,8.172175644500001
34.0,11532.0,884.39,16.0,785,8.407044912
35.0,12032.0,916.14,16.5,785,8.7184060495
36.0,12532.0,934.74,17.0,785,8.9008097395
37.0,13032.0,963.07,17.5,785,9.178632134
38.0,13532.0,993.68,18.0,785,9.478813690499999
39.0,14032.0,1020.27,18.5,785,9.739572514
